Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/search,662,0,7900.0,6312.3579016888325,75.68583400279749,8999.62345899985,177880.0332326284,16.933676417086975,0.0,7900,8100,8300,8400,8600,8700,8900,8900,9000,9000,9000
GET,/api/seats/[id],124,0,8000.0,6891.0510134514125,404.6154169991496,8898.777667003742,1443.3951612903227,3.17186688175043,0.0,8000,8200,8300,8400,8600,8700,8800,8900,8900,8900,8900
,Aggregated,786,0,7900.0,6403.652998201002,75.68583400279749,8999.62345899985,150045.24554707378,20.105543298837404,0.0,7900,8100,8300,8400,8600,8700,8900,8900,9000,9000,9000
